measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Central African Republic,Both,All Ages,All causes,Rate,2000,1803.1865426703657,1987.6272941803973,1634.004444267808
Deaths,Hungary,Both,All Ages,All causes,Number,2000,135837.7009701564,136521.44721717256,135097.39726038135
Deaths,Hungary,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Hungary,Both,All Ages,All causes,Rate,2000,1332.3939582044713,1339.1006336116861,1325.1325264878267
Deaths,Burkina Faso,Both,All Ages,All causes,Number,2001,176124.06311708238,186315.73613384983,166865.70806025362
Deaths,Burkina Faso,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Burkina Faso,Both,All Ages,All causes,Rate,2001,1389.6084989066105,1470.020199565382,1316.5606220568045
Deaths,Bolivia,Both,All Ages,All causes,Number,2000,59568.633327101845,63306.93248627825,55961.86219060253
Deaths,Bolivia,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Bolivia,Both,All Ages,All causes,Rate,2000,710.4950455511221,755.082991975845,667.4758779155665
Deaths,Tonga,Both,All Ages,All causes,Number,2001,621.8965357633656,648.5796560735827,597.1773244458417
Deaths,Tonga,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Tonga,Both,All Ages,All causes,Rate,2001,614.2497100180368,640.6047352841094,589.8344455640768
Deaths,Fiji,Both,All Ages,All causes,Number,2000,5769.639915664011,5907.252752650717,5646.049631212396
Deaths,Fiji,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Fiji,Both,All Ages,All causes,Rate,2000,704.9169861457357,721.7301023404357,689.8171025991044
Deaths,Jordan,Both,All Ages,All causes,Number,2000,18707.661709373682,19877.931659062615,17627.09433383065
Deaths,Jordan,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Jordan,Both,All Ages,All causes,Rate,2000,385.7266775940617,409.85606086997876,363.4468400515692
Deaths,Qatar,Both,All Ages,All causes,Number,2001,1480.2513840871147,1645.6327089764143,1327.375481937028
Deaths,Qatar,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Qatar,Both,All Ages,All causes,Rate,2001,238.42308582581953,265.06094358562586,213.7994680195045
Deaths,South Africa,Both,All Ages,All causes,Number,2000,567546.0967508077,594879.8838331754,545746.480903928
Deaths,South Africa,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,South Africa,Both,All Ages,All causes,Rate,2000,1243.7270120645928,1303.6265859159284,1195.9550843980717
Deaths,Congo,Both,All Ages,All causes,Number,2000,40794.80751655902,43628.38892438987,38250.73643921067
Deaths,Congo,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Congo,Both,All Ages,All causes,Rate,2000,1285.6092703071306,1374.9068733071854,1205.4353079705854
Deaths,Guatemala,Both,All Ages,All causes,Number,2001,66099.24046303224,68161.1223825773,64004.89343760587
Deaths,Guatemala,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Guatemala,Both,All Ages,All causes,Rate,2001,585.6009449610032,603.8680232515453,567.0462446562108
Deaths,Bermuda,Both,All Ages,All causes,Number,2001,431.1624799103949,441.7011370383433,421.1184054393722
Deaths,Bermuda,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Bermuda,Both,All Ages,All causes,Rate,2001,679.7564263800997,696.3713227171568,663.921272611301
Deaths,Argentina,Both,All Ages,All causes,Number,2000,280276.2070533779,281215.7851123357,279341.8104964602
Deaths,Argentina,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Argentina,Both,All Ages,All causes,Rate,2000,761.9446378693241,764.4989269808004,759.4044349256912
Deaths,El Salvador,Both,All Ages,All causes,Number,2001,33259.082301035145,34270.50095932528,32165.445349439367
Deaths,El Salvador,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,El Salvador,Both,All Ages,All causes,Rate,2001,570.941765866371,588.3042760393104,552.1678560299774
Deaths,Serbia,Both,All Ages,All causes,Number,2001,106721.59568484554,108011.42032239729,105823.15091895465
Deaths,Serbia,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Serbia,Both,All Ages,All causes,Rate,2001,1116.5640153074576,1130.058676506118,1107.164126850979
Deaths,Kuwait,Both,All Ages,All causes,Number,2000,4731.375607759672,4788.941930338643,4673.543518272915
Deaths,Kuwait,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Kuwait,Both,All Ages,All causes,Rate,2000,239.14405510286267,242.0537044226747,236.22097278146467
Deaths,Macedonia,Both,All Ages,All causes,Number,2000,15946.99081316102,16168.567119187253,15730.071914122136
Deaths,Macedonia,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Macedonia,Both,All Ages,All causes,Rate,2000,788.9480220673212,799.9101020248827,778.2163587490907
Deaths,China,Both,All Ages,All causes,Number,2001,8312109.938171123,8427508.4924357,8194089.94829971
Deaths,China,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,China,Both,All Ages,All causes,Rate,2001,636.4035914544573,645.2388998092433,627.3675770157314
Deaths,Cameroon,Both,All Ages,All causes,Number,2001,180035.1029627626,193265.4919080932,167872.7050184744
Deaths,Cameroon,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Cameroon,Both,All Ages,All causes,Rate,2001,1155.8315821190965,1240.7711363231217,1077.7485670461085
Deaths,Djibouti,Both,All Ages,All causes,Number,2001,5432.423431016115,6703.3807932097025,4356.757467216208
Deaths,Djibouti,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Djibouti,Both,All Ages,All causes,Rate,2001,806.3662621173731,995.021868676177,646.6988956959802
Deaths,Honduras,Both,All Ages,All causes,Number,2001,32065.330850564675,36003.37890712953,28297.838097457734
Deaths,Honduras,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Honduras,Both,All Ages,All causes,Rate,2001,504.56927469225246,566.5370760183748,445.28527432741583
Deaths,North Korea,Both,All Ages,All causes,Number,2001,252045.49918555366,268372.2304107347,234541.29383748685
Deaths,North Korea,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,North Korea,Both,All Ages,All causes,Rate,2001,1076.8921441493312,1146.6499007958473,1002.1034996791034
Deaths,Eritrea,Both,All Ages,All causes,Number,2001,42140.67571854713,46730.45752583768,37757.78806396747
Deaths,Eritrea,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Eritrea,Both,All Ages,All causes,Rate,2001,1145.9248178759701,1270.7340382296677,1026.7416379267572
Deaths,Chile,Both,All Ages,All causes,Number,2000,79698.2837622871,80152.50819995478,79222.66061266515
Deaths,Chile,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Chile,Both,All Ages,All causes,Rate,2000,527.095119533573,530.0991928079936,523.949523053093
Deaths,Ecuador,Both,All Ages,All causes,Number,2000,59130.16448985506,60902.35131154262,57424.002850297584
Deaths,Ecuador,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Ecuador,Both,All Ages,All causes,Rate,2000,477.7151487671001,492.0327225210309,463.93099530678353
Deaths,Democratic Republic of the Congo,Both,All Ages,All causes,Number,2000,652799.489353483,688968.8980672582,616379.9696181914
Deaths,Democratic Republic of the Congo,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Democratic Republic of the Congo,Both,All Ages,All causes,Rate,2000,1304.6604684127533,1376.9472861635784,1231.8737881960292
Deaths,Belize,Both,All Ages,All causes,Number,2001,1283.820116188297,1313.4839683439925,1255.2534436147284
Deaths,Belize,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Belize,Both,All Ages,All causes,Rate,2001,520.0499108531069,532.0661454288139,508.47812183225756
Deaths,Sudan,Both,All Ages,All causes,Number,2001,237978.43789109433,257820.79554716122,219104.36715666525
Deaths,Sudan,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Sudan,Both,All Ages,All causes,Rate,2001,857.2679902773058,928.7459704713096,789.2780629954883
Deaths,Peru,Both,All Ages,All causes,Number,2000,120893.47629581255,126759.0278220599,115031.18199040658
Deaths,Peru,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Peru,Both,All Ages,All causes,Rate,2000,470.3927542898483,493.2154327535662,447.58274957106426
Deaths,Guam,Both,All Ages,All causes,Number,2001,809.0241017113002,835.1723706749809,785.4023345715595
Deaths,Guam,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Guam,Both,All Ages,All causes,Rate,2001,504.85454852868827,521.171828192597,490.1138794193778
Deaths,Marshall Islands,Both,All Ages,All causes,Number,2000,363.42319738549264,381.74965373655095,347.0100449845946
Deaths,Marshall Islands,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Marshall Islands,Both,All Ages,All causes,Rate,2000,696.3860890855215,731.5029703328487,664.9354522184922
Deaths,Vanuatu,Both,All Ages,All causes,Number,2001,1422.3434240640136,1696.2947185106282,1162.6575726716137
Deaths,Vanuatu,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Vanuatu,Both,All Ages,All causes,Rate,2001,720.7285442003209,859.5448907224223,589.1407697873801
Deaths,Antigua and Barbuda,Both,All Ages,All causes,Number,2001,471.6566541928703,485.7973871631444,458.57849807814745
Deaths,Antigua and Barbuda,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Antigua and Barbuda,Both,All Ages,All causes,Rate,2001,602.1651378414136,620.2186442268903,585.4682257772547
Deaths,Ethiopia,Both,All Ages,All causes,Number,2001,866911.9925502287,899613.195266373,836621.0919379304
Deaths,Ethiopia,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Ethiopia,Both,All Ages,All causes,Rate,2001,1238.3129634989018,1285.0239602245138,1195.044886431561
Deaths,Comoros,Both,All Ages,All causes,Number,2001,4709.860878558013,5108.040775929632,4348.3181390119
Deaths,Comoros,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Comoros,Both,All Ages,All causes,Rate,2001,840.6043695586826,911.6705369533106,776.0771118580848
Deaths,Denmark,Both,All Ages,All causes,Number,2001,57388.07513708075,57934.85211992839,56850.94629399519
Deaths,Denmark,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Denmark,Both,All Ages,All causes,Rate,2001,1072.964079365976,1083.1869708049778,1062.9215757056677
Deaths,Gabon,Both,All Ages,All causes,Number,2000,12327.030843764018,13513.31611983632,11297.686237510616
Deaths,Gabon,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Gabon,Both,All Ages,All causes,Rate,2000,998.9911330463973,1095.1285149577313,915.5723319150225
Deaths,Cape Verde,Both,All Ages,All causes,Number,2001,2670.712680622912,2876.121443437511,2470.3122161886376
Deaths,Cape Verde,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Cape Verde,Both,All Ages,All causes,Rate,2001,585.4819197887978,630.5122660580498,541.5495082288315
Deaths,Austria,Both,All Ages,All causes,Number,2000,77231.61622692343,77883.11933862834,76560.80631748446
Deaths,Austria,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Austria,Both,All Ages,All causes,Rate,2000,963.2798409716082,971.4057852997912,954.9130904819125
Deaths,Greenland,Both,All Ages,All causes,Number,2001,415.2278178031019,425.6641180179582,405.73169103865223
Deaths,Greenland,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Greenland,Both,All Ages,All causes,Rate,2001,735.6301641420812,754.1194293380166,718.8065386744872
Deaths,Syria,Both,All Ages,All causes,Number,2001,59443.488127719014,63379.82378504393,55781.52223526729
Deaths,Syria,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Syria,Both,All Ages,All causes,Rate,2001,349.5837089043962,372.73307079284496,328.04789970332547
Deaths,Finland,Both,All Ages,All causes,Number,2001,48693.77432416011,49174.612532823594,48186.4003629442
Deaths,Finland,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Finland,Both,All Ages,All causes,Rate,2001,937.4940780306871,946.7515853685242,927.7256817502845
Deaths,American Samoa,Both,All Ages,All causes,Number,2000,266.8583935274763,278.7237796034213,255.9244121471441
Deaths,American Samoa,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,American Samoa,Both,All Ages,All causes,Rate,2000,458.39454703679485,478.77624912157233,439.6127602775554
Deaths,Belarus,Both,All Ages,All causes,Number,2001,141692.21688633988,142385.34067427556,140986.6081612791
Deaths,Belarus,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Belarus,Both,All Ages,All causes,Rate,2001,1394.0739705611406,1400.8934406235849,1387.1316643524851
Deaths,Lebanon,Both,All Ages,All causes,Number,2000,20637.919498744915,22173.021076452664,19229.280294864922
Deaths,Lebanon,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Lebanon,Both,All Ages,All causes,Rate,2000,391.59023662199627,420.7177264394616,364.8622828088251
Deaths,Slovenia,Both,All Ages,All causes,Number,2001,18674.349483780217,18936.00435983468,18420.044203377496
Deaths,Slovenia,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Slovenia,Both,All Ages,All causes,Rate,2001,937.7868055400329,950.9265666108114,925.0161258037475
Deaths,Morocco,Both,All Ages,All causes,Number,2000,192145.47784910735,203123.06147606103,182404.43932591108
Deaths,Morocco,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Morocco,Both,All Ages,All causes,Rate,2000,650.628073417573,687.7995133387035,617.6437263573171
Deaths,Taiwan,Both,All Ages,All causes,Number,2001,127654.44885780645,128255.26414299881,127091.69415823933
Deaths,Taiwan,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Taiwan,Both,All Ages,All causes,Rate,2001,568.9916603584777,571.6696624943162,566.4833049212319
Deaths,Colombia,Both,All Ages,All causes,Number,2000,194780.74117342068,197807.3951665698,191856.2973054901
Deaths,Colombia,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Colombia,Both,All Ages,All causes,Rate,2000,489.1224575201119,496.72282103795027,481.77875832816545
Deaths,Equatorial Guinea,Both,All Ages,All causes,Number,2000,7306.161963855185,8812.142510048625,5920.781813767295
Deaths,Equatorial Guinea,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Equatorial Guinea,Both,All Ages,All causes,Rate,2000,1118.4985275018505,1349.0487167389626,906.4110230679967
Deaths,Cote d'Ivoire,Both,All Ages,All causes,Number,2001,213605.87636194748,230069.32643884094,198197.16865389035
Deaths,Cote d'Ivoire,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Cote d'Ivoire,Both,All Ages,All causes,Rate,2001,1215.2341945458968,1308.897102301015,1127.5718660579632
Deaths,Benin,Both,All Ages,All causes,Number,2000,71632.37076487293,76906.65336371266,66648.47198140119
Deaths,Benin,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Benin,Both,All Ages,All causes,Rate,2000,1069.438607938045,1148.1812403561423,995.0312733742471
Deaths,El Salvador,Both,All Ages,All causes,Number,2000,32380.821132154713,33472.080713836935,31355.67193484142
Deaths,El Salvador,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,El Salvador,Both,All Ages,All causes,Rate,2000,558.9563915321069,577.7936691759476,541.2603086016077
Deaths,Federated States of Micronesia,Both,All Ages,All causes,Number,2000,726.3968140318506,792.592683390066,664.2882608097078
Deaths,Federated States of Micronesia,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Federated States of Micronesia,Both,All Ages,All causes,Rate,2000,662.3516913292957,722.7111879315271,605.719139426476
Deaths,Kenya,Both,All Ages,All causes,Number,2001,318245.02278495295,328559.10618016263,309254.83216422884
Deaths,Kenya,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Kenya,Both,All Ages,All causes,Rate,2001,1002.0109300253118,1034.4853555630725,973.7048494269561
Deaths,Chad,Both,All Ages,All causes,Number,2001,135079.16589887114,144064.8927438493,126974.79431903298
Deaths,Chad,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Chad,Both,All Ages,All causes,Rate,2001,1579.815347952492,1684.907714252956,1485.030852341054
Deaths,Cyprus,Both,All Ages,All causes,Number,2000,6813.441790565383,7088.711019552638,6537.830524188541
Deaths,Cyprus,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Cyprus,Both,All Ages,All causes,Rate,2000,743.8617619000619,773.9144518569743,713.7717297975684
Deaths,Armenia,Both,All Ages,All causes,Number,2001,24749.494011680883,24976.164359768125,24515.86411633338
Deaths,Armenia,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Armenia,Both,All Ages,All causes,Rate,2001,749.8574227130475,756.7250557621103,742.7789300735099
Deaths,Azerbaijan,Both,All Ages,All causes,Number,2001,60644.170301678765,62653.80901002509,58795.68708701626
Deaths,Azerbaijan,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Azerbaijan,Both,All Ages,All causes,Rate,2001,728.4678448355794,752.6079587407511,706.2635574836141
Deaths,United States,Both,All Ages,All causes,Number,2000,2397110.7037554896,2400208.722356268,2394077.1338306526
Deaths,United States,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,United States,Both,All Ages,All causes,Rate,2000,854.5655511468506,855.6699890724301,853.4840890555519
Deaths,Andorra,Both,All Ages,All causes,Number,2000,392.96990092076464,433.7055772655366,361.004370329753
Deaths,Andorra,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Andorra,Both,All Ages,All causes,Rate,2000,598.5296565493958,660.5738749865212,549.8431846307352
Deaths,Slovakia,Both,All Ages,All causes,Number,2001,52157.0037448583,52597.23988259105,51741.6334472559
Deaths,Slovakia,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Slovakia,Both,All Ages,All causes,Rate,2001,968.1941642489684,976.3662989354109,960.4836159186161
Deaths,Turkey,Both,All Ages,All causes,Number,2001,328301.82704761095,342251.6975537137,316083.71654913464
Deaths,Turkey,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Turkey,Both,All Ages,All causes,Rate,2001,492.1872001386585,513.1007228212474,473.86991676771447
Deaths,Estonia,Both,All Ages,All causes,Number,2001,18688.435939602845,18927.335417573373,18452.403287980665
Deaths,Estonia,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Estonia,Both,All Ages,All causes,Rate,2001,1345.108178922024,1362.3030711429085,1328.1196277551053
Deaths,Papua New Guinea,Both,All Ages,All causes,Number,2000,56053.03139295631,61926.90240692927,49871.92811590325
Deaths,Papua New Guinea,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Papua New Guinea,Both,All Ages,All causes,Rate,2000,1014.428690641927,1120.7320097243792,902.5651865950897
Deaths,The Bahamas,Both,All Ages,All causes,Number,2001,1893.323971949032,1924.696234175507,1862.5736971831861
Deaths,The Bahamas,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,The Bahamas,Both,All Ages,All causes,Rate,2001,600.4786827799593,610.4285777671267,590.7260547247035
Deaths,Palestine,Both,All Ages,All causes,Number,2000,14325.408618747642,14864.368297236495,13780.350577639145
Deaths,Palestine,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Palestine,Both,All Ages,All causes,Rate,2000,471.752944521419,489.50153529967395,453.803527323539
Deaths,Slovenia,Both,All Ages,All causes,Number,2000,18572.15507392355,18807.963034659686,18333.302426859285
Deaths,Slovenia,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Slovenia,Both,All Ages,All causes,Rate,2000,933.3274985393626,945.1778224922649,921.3241665234141
Deaths,Libya,Both,All Ages,All causes,Number,2000,20947.95929573368,22475.191475218773,19578.45875517475
Deaths,Libya,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Libya,Both,All Ages,All causes,Rate,2000,415.9946576275423,446.32316928127915,388.7984567734297
Deaths,Greece,Both,All Ages,All causes,Number,2001,98689.01255268582,99454.99654062132,97884.1287250844
Deaths,Greece,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Greece,Both,All Ages,All causes,Rate,2001,887.1785848768928,894.0645043209873,879.9429699214744
Deaths,Barbados,Both,All Ages,All causes,Number,2001,2305.159058512071,2346.897872720691,2262.8058619138706
Deaths,Barbados,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Barbados,Both,All Ages,All causes,Rate,2001,891.0128750672144,907.1461742912255,874.642098686338
Deaths,Belgium,Both,All Ages,All causes,Number,2000,104874.73062981188,105622.14222227174,104095.69807938751
Deaths,Belgium,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Belgium,Both,All Ages,All causes,Rate,2000,1022.9047671898974,1030.1947108816626,1015.3064057463021
Deaths,Latvia,Both,All Ages,All causes,Number,2001,33440.80584907658,33759.62103798158,33136.30766727085
Deaths,Latvia,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Latvia,Both,All Ages,All causes,Rate,2001,1394.253197058894,1407.5456128699223,1381.5577026561198
Deaths,China,Both,All Ages,All causes,Number,2000,8339272.409873695,8454389.874226429,8223752.027155883
Deaths,China,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,China,Both,All Ages,All causes,Rate,2000,642.1336858606257,650.9978646592734,633.2384818787064
Deaths,Uruguay,Both,All Ages,All causes,Number,2000,31302.12137881209,31628.56419144828,30968.155220478166
Deaths,Uruguay,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Uruguay,Both,All Ages,All causes,Rate,2000,949.3448484976583,959.2453532830966,939.2161722922996
Deaths,North Korea,Both,All Ages,All causes,Number,2000,247275.20503581708,263549.01796542987,229616.96949043978
Deaths,North Korea,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,North Korea,Both,All Ages,All causes,Rate,2000,1066.3853365140476,1136.5668796849354,990.233409143997
Deaths,Poland,Both,All Ages,All causes,Number,2000,370315.86233374185,371551.5588907457,369116.042522983
Deaths,Poland,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Poland,Both,All Ages,All causes,Rate,2000,952.0099752245324,955.1867104613235,948.9254721165208
Deaths,Solomon Islands,Both,All Ages,All causes,Number,2000,3139.1744978508837,3461.1491921623187,2848.3878673029485
Deaths,Solomon Islands,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Solomon Islands,Both,All Ages,All causes,Rate,2000,705.4399825844006,777.794616869043,640.0939765786982
Deaths,New Zealand,Both,All Ages,All causes,Number,2000,27224.815808699295,27525.351930178866,26960.953972446234
Deaths,New Zealand,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,New Zealand,Both,All Ages,All causes,Rate,2000,719.1536053989217,727.0923784959849,712.1835971460846
Deaths,United Arab Emirates,Both,All Ages,All causes,Number,2001,8029.96650181676,8907.714519637762,7265.907060421787
Deaths,United Arab Emirates,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,United Arab Emirates,Both,All Ages,All causes,Rate,2001,234.06596793287358,259.6514967574276,211.79435413873114
Deaths,France,Both,All Ages,All causes,Number,2001,529461.5438483849,531165.5476082672,527851.5180219152
Deaths,France,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,France,Both,All Ages,All causes,Rate,2001,879.0821818452428,881.9113945813035,876.4090037215357
Deaths,Iceland,Both,All Ages,All causes,Number,2001,1771.4012252529637,1805.0756069322788,1738.4738588307878
Deaths,Iceland,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Iceland,Both,All Ages,All causes,Rate,2001,626.6929965077421,638.6064460748449,615.0438288115444
Deaths,Yemen,Both,All Ages,All causes,Number,2001,147362.94004522302,169398.04999632193,128586.94827433128
Deaths,Yemen,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Yemen,Both,All Ages,All causes,Rate,2001,765.1858624496233,879.6037385243661,667.6910414848157
Deaths,The Gambia,Both,All Ages,All causes,Number,2001,11572.564324361107,12589.071369372818,10614.388156417508
Deaths,The Gambia,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,The Gambia,Both,All Ages,All causes,Rate,2001,837.7592028863037,911.3460163088614,768.3950688722626
Deaths,Mexico,Both,All Ages,All causes,Number,2001,454754.3959647551,457063.1391782528,452506.2808436996
Deaths,Mexico,Both,All Ages,All causes,Percent,2001,1.0,1.0,1.0
Deaths,Mexico,Both,All Ages,All causes,Rate,2001,440.67393962189067,442.91119774736603,438.49543237510113
Deaths,Taiwan,Both,All Ages,All causes,Number,2000,125860.91282937521,126445.84813077984,125272.0180585806
Deaths,Taiwan,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Taiwan,Both,All Ages,All causes,Rate,2000,564.7450275382621,567.3696652869778,562.1026234266659
Deaths,Oman,Both,All Ages,All causes,Number,2000,7203.292779100075,8323.838994284617,6309.907045189773
Deaths,Oman,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
Deaths,Oman,Both,All Ages,All causes,Rate,2000,312.9624974451255,361.64703002782653,274.14743896552994
Deaths,Tonga,Both,All Ages,All causes,Number,2000,612.9783567665949,639.7924101533957,588.3469006249001
Deaths,Tonga,Both,All Ages,All causes,Percent,2000,1.0,1.0,1.0
