measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,United Arab Emirates,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,195.6148247036602,232.7022504243301,163.86771155540114
Deaths,United Arab Emirates,Both,All Ages,Enteric infections,Number,1991,44.23863679148133,66.97882270073555,27.602531713765824
Deaths,United Arab Emirates,Both,All Ages,Other infectious diseases,Number,1991,147.55243723110502,196.76271261406436,109.8753627063013
Deaths,Indonesia,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,19061.31255121996,30127.473739683155,9918.95358526643
Deaths,The Gambia,Both,All Ages,Enteric infections,Number,1991,931.9134053320302,1233.8482815858256,739.886246569624
Deaths,The Gambia,Both,All Ages,Other infectious diseases,Number,1991,683.3814030608163,981.312809594215,483.0860194544965
Deaths,Burkina Faso,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,8316.600338630185,11661.454596103375,5399.409901712943
Deaths,Burkina Faso,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,24231.429327821388,27637.62733686375,20745.324356183934
Deaths,Burkina Faso,Both,All Ages,Enteric infections,Number,1990,22337.673123845576,28764.263524826518,17072.50568676397
Deaths,Burkina Faso,Both,All Ages,Other infectious diseases,Number,1990,18789.73537313142,29846.78868918659,12145.829563527477
Deaths,Eritrea,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,3920.8634033266812,14698.28216962404,175.06026652572564
Deaths,France,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,3118.0691899084936,3193.795180863658,3047.7936456817292
Deaths,North Korea,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,130.14517488064573,293.9594989986438,50.18369243217469
Deaths,North Korea,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,6879.679317779585,8127.234155658772,5785.695156082638
Deaths,North Korea,Both,All Ages,Enteric infections,Number,1990,923.8941691426152,1683.0235272698837,593.3676291692561
Deaths,North Korea,Both,All Ages,Other infectious diseases,Number,1990,1522.01090645458,2326.6644025421547,1070.3078538029438
Deaths,Azerbaijan,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,51.42209747990654,72.5036988488748,35.53879296468432
Deaths,Azerbaijan,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,8789.134634930459,9773.751540504178,7909.215129960425
Deaths,Azerbaijan,Both,All Ages,Enteric infections,Number,1991,1352.4806095046065,1627.5660021811916,1113.6625257388844
Deaths,Azerbaijan,Both,All Ages,Other infectious diseases,Number,1991,679.6200635258491,1007.4296356624932,490.99519417018695
Deaths,Eritrea,Both,All Ages,Other infectious diseases,Number,1990,5964.974348599298,8798.263144791254,3503.115939598749
Deaths,Honduras,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,126.78616997408909,184.67169836165226,86.96606750803156
Deaths,Honduras,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,1982.5206169287724,2236.1584205683453,1750.3275369197165
Deaths,Honduras,Both,All Ages,Enteric infections,Number,1990,3141.8896698948665,3730.658852197614,2637.450856295247
Deaths,Honduras,Both,All Ages,Other infectious diseases,Number,1990,790.6105714827308,1089.5868886189671,638.0868206311707
Deaths,Azerbaijan,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,21.712277994760576,42.38389115844033,13.822991305043438
Deaths,Cameroon,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,3554.856315717308,5513.773263617922,2146.5460135168523
Deaths,Cameroon,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,17673.30970431751,20125.641204214797,15019.368086491198
Deaths,Cameroon,Both,All Ages,Enteric infections,Number,1990,16893.965318534538,22377.38682481327,12108.462416506098
Deaths,Cameroon,Both,All Ages,Other infectious diseases,Number,1990,13184.217451440809,20864.848469592573,8270.323233503532
Deaths,Guam,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,0.11018051396935204,0.1968439109519463,0.07619867640125255
Deaths,Ghana,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,7311.184983275584,11218.881780809228,4767.588863098893
Deaths,Ghana,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,22013.439733333398,24781.656202422746,19410.685120477166
Deaths,Ghana,Both,All Ages,Enteric infections,Number,1991,16210.27920174058,20487.981354530977,12465.400103964537
Deaths,Ghana,Both,All Ages,Other infectious diseases,Number,1991,13290.42880226011,19400.351771702608,9326.616607417103
Deaths,Laos,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,127.36833284542854,189.92812494029792,94.0003701664392
Deaths,Taiwan (Province of China),Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,56.82833893880374,85.18858723311206,39.78740614913734
Deaths,Taiwan (Province of China),Both,All Ages,Respiratory infections and tuberculosis,Number,1990,6106.299348417025,6271.916760415533,5940.174397343421
Deaths,Taiwan (Province of China),Both,All Ages,Enteric infections,Number,1990,186.24908381095406,233.5111601010126,153.28878018422722
Deaths,Taiwan (Province of China),Both,All Ages,Other infectious diseases,Number,1990,410.1643818275037,437.51819746999956,382.4584995098236
Deaths,Mexico,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,3190.4952727855234,4404.421398782028,2471.016016384838
Deaths,Laos,Both,All Ages,Other infectious diseases,Number,1991,3957.8256253599347,5878.334871790662,2653.1757248037507
Deaths,Ethiopia,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,26427.446993669153,38876.753996332765,17543.54326233773
Deaths,Ethiopia,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,180665.87729473834,207742.576123123,149137.03654591017
Deaths,Georgia,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,14.242823638659923,51.130329200910985,7.038488453232345
Deaths,Ethiopia,Both,All Ages,Enteric infections,Number,1990,73193.87384625545,93096.00157664175,53505.55449266664
Deaths,Ethiopia,Both,All Ages,Other infectious diseases,Number,1990,107800.05418335866,157634.38948222832,70499.42620794152
Deaths,The Bahamas,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,0.21453436388683966,0.30598107373456707,0.13549841128234857
Deaths,Moldova,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,5.3928318727885864,7.499035939534509,3.4188058401092176
Deaths,Georgia,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,11.734257800057545,19.851129887163534,7.395827715511343
Deaths,Georgia,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,2170.2918021635264,2382.3377856829416,1988.367082712969
Deaths,Georgia,Both,All Ages,Enteric infections,Number,1991,147.98744203832206,177.21771228986177,123.9467317202357
Deaths,Georgia,Both,All Ages,Other infectious diseases,Number,1991,157.4082576400275,176.97344238077076,143.75284201709005
Deaths,Venezuela,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,832.9155484412703,1021.7103358208572,698.4577764087984
Deaths,Belarus,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,63.60973966355779,67.32634875321807,56.106116655831116
Deaths,Belarus,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,1872.8467417590252,1945.7571893795491,1801.0856452458734
Deaths,Malawi,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,38208.5307412576,77436.56029623415,19766.92417816218
Deaths,Belarus,Both,All Ages,Enteric infections,Number,1990,92.8696924733446,105.83421944438895,82.19975712578011
Deaths,Belarus,Both,All Ages,Other infectious diseases,Number,1990,354.61001165118364,401.37551758976036,324.3719856798302
Deaths,Ireland,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,21.11047903881873,22.26565354349797,20.002540976155498
Deaths,Ireland,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,1701.1297106785062,1758.3957477003687,1645.337986802263
Deaths,Ireland,Both,All Ages,Enteric infections,Number,1991,8.790372815163462,10.613139560702958,7.424936619486689
Deaths,Ireland,Both,All Ages,Other infectious diseases,Number,1991,64.43539016731378,69.60630509289985,60.12143844636146
Deaths,Sudan,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,7646.8700264050285,34014.324379611826,2394.2148581451575
Deaths,Kenya,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,13816.63950803541,16811.03099093298,11332.555794032685
Deaths,Russian Federation,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,210.8110024474782,281.1936126969174,154.7167081950194
Deaths,Malaysia,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,145.1415226508261,205.12359537565862,104.53906397812598
Deaths,Malaysia,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,8671.630187274812,10883.532524326436,7894.370499817966
Deaths,Malaysia,Both,All Ages,Enteric infections,Number,1991,953.6100387749777,1346.122799172804,676.4815341946659
Deaths,Ireland,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,0.20416927435797713,0.29645799429902264,0.12629433600077045
Deaths,Malaysia,Both,All Ages,Other infectious diseases,Number,1991,2330.5081800149883,3028.438425250279,1828.8196610320413
Deaths,Russian Federation,Both,All Ages,Other infectious diseases,Number,1991,4827.79166548675,5052.162021910413,4562.191796012197
Deaths,Portugal,Both,All Ages,Neglected tropical diseases and malaria,Number,1992,28.188524577208508,81.6048221281385,10.732603951708018
Deaths,Estonia,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,8.023739933287791,9.235741159867548,1.4863984552149194
Deaths,Estonia,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,298.2767792306762,309.95409212656597,287.1423908675621
Deaths,Estonia,Both,All Ages,Enteric infections,Number,1990,7.566631467375216,8.92848517804898,6.437125931830215
Deaths,Estonia,Both,All Ages,Other infectious diseases,Number,1990,40.14108434078695,42.630943909718816,37.90436246107275
Deaths,Mauritius,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,2.454960288882871,3.7747296007524143,1.4071019955816009
Deaths,Egypt,Both,All Ages,Neglected tropical diseases and malaria,Number,1992,1723.3162293521661,9233.851385971584,635.9722914974402
Deaths,Nepal,Both,All Ages,Neglected tropical diseases and malaria,Number,1992,5526.802190423434,19767.90387934973,1315.3865027225704
Deaths,Haiti,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1992,5553.519972151044,8932.014239884107,3506.6712900917955
Deaths,Haiti,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,9716.077161520678,11214.023590708885,8339.978219258957
Deaths,Haiti,Both,All Ages,Enteric infections,Number,1992,9756.728905745844,11890.498829237311,7819.813436117585
Deaths,Haiti,Both,All Ages,Other infectious diseases,Number,1992,3725.5719699534475,4925.449577869555,2874.9450987086007
Deaths,Israel,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,57.40071424907064,60.34032917664464,55.038300311762754
Deaths,Israel,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,809.1193127072323,846.4637876960129,773.3452308010903
Deaths,Israel,Both,All Ages,Enteric infections,Number,1991,52.822724294501526,65.87677083874385,44.12565081787867
Deaths,Israel,Both,All Ages,Other infectious diseases,Number,1991,98.2014466402749,109.57047057978704,91.86999563645028
Deaths,Nigeria,Both,All Ages,Neglected tropical diseases and malaria,Number,1992,160489.73715818574,235558.47675633995,105063.86159372554
Deaths,Dominican Republic,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,27.566637301492445,38.2409015360822,18.09527426275274
Deaths,United Arab Emirates,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,0.8488045054101383,1.2840489066228993,0.37328153132028336
Deaths,Ukraine,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,1870.0463087163303,1935.3284304430733,1693.5359121034119
Deaths,Ukraine,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,10009.950100080483,10281.88548366415,9727.17784280825
Deaths,Ukraine,Both,All Ages,Enteric infections,Number,1991,415.4807583231778,472.3442952168936,365.46049176838966
Deaths,Ukraine,Both,All Ages,Other infectious diseases,Number,1991,1842.2751138440822,2012.9081010176499,1692.801602488738
Deaths,Israel,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,2.1070745762357275,6.49064109785759,0.961570169192147
Deaths,Barbados,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,38.6957402612372,41.15439041000052,37.396872154859196
Deaths,Barbados,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,96.55460443477547,102.18043648012504,90.85873245956947
Deaths,Barbados,Both,All Ages,Enteric infections,Number,1990,8.966791912796984,9.856791547217991,8.049133115361752
Deaths,Barbados,Both,All Ages,Other infectious diseases,Number,1990,19.720490274854395,21.208141956380665,16.678746277674918
Deaths,Spain,Both,All Ages,Neglected tropical diseases and malaria,Number,1992,69.02492332598217,261.7842838468091,31.138321269416885
Deaths,Mauritania,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,297.4562747879801,557.0340327726643,169.50971666241486
Deaths,Albania,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1992,8.402425080799773,15.282804519509993,4.324238066052283
Deaths,Albania,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,2053.4166497240362,2283.945285544339,1655.934160556176
Deaths,Albania,Both,All Ages,Enteric infections,Number,1992,74.40940056407455,92.7732906507457,58.77610563074175
Deaths,Albania,Both,All Ages,Other infectious diseases,Number,1992,281.0776407239425,365.8389926163322,231.13355638697445
Deaths,Bangladesh,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,34574.221210915755,109229.55188677687,12847.007929603627
Deaths,Mozambique,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,36747.057285400966,52886.081858507554,23818.364511869535
Deaths,Iran,Both,All Ages,Neglected tropical diseases and malaria,Number,1992,256.63223635735784,1230.7885957997375,106.0788912340458
Deaths,Northern Mariana Islands,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,0.598175392296238,1.0802775017884232,0.33996645795440966
Deaths,Northern Mariana Islands,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,7.762506251404312,8.874064330652585,6.650641467213432
Deaths,Kazakhstan,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,95.17182336355837,103.40891901396375,87.85431199440936
Deaths,Kazakhstan,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,8188.502607293719,8779.605712317772,7654.416753017729
Deaths,Kazakhstan,Both,All Ages,Enteric infections,Number,1990,1476.1091156609702,1713.9992571701398,1265.4766295642478
Deaths,Kazakhstan,Both,All Ages,Other infectious diseases,Number,1990,906.5785197091251,993.8502086658993,829.8123238698931
Deaths,Brazil,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,14027.735230021199,18391.962520842295,11345.759788973925
Deaths,Brazil,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,72316.71052076774,79253.17076115718,68593.60093969009
Deaths,Brazil,Both,All Ages,Enteric infections,Number,1991,40206.163456924834,44064.55048902919,36430.90589581909
Deaths,Nepal,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1992,1057.5148908992057,1983.5131991780706,403.0555437067117
Deaths,Nepal,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,35032.29159866069,40653.36195164637,28936.73070738987
Deaths,Nepal,Both,All Ages,Enteric infections,Number,1992,27049.005250051698,35095.59268335138,19253.8494575709
Deaths,Jamaica,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1992,333.57769904602895,424.04080289602166,281.6847456734554
Deaths,Jamaica,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,515.7132706620547,556.5043489949608,478.7700367111506
Deaths,Jamaica,Both,All Ages,Enteric infections,Number,1992,221.1776502906401,258.57992649019843,188.49931510995722
Deaths,Jamaica,Both,All Ages,Other infectious diseases,Number,1992,104.57166359961002,118.1470877205088,92.45014749868479
Deaths,Mozambique,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,8365.449829683665,12508.687170067125,5347.607617551636
Deaths,Mozambique,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,35118.845784004116,41358.26239814765,29221.561136547654
Deaths,Mozambique,Both,All Ages,Enteric infections,Number,1991,22856.50049948232,31964.68259846796,16506.690626942345
Deaths,Mozambique,Both,All Ages,Other infectious diseases,Number,1991,29432.086650852114,45935.12474364872,18223.07316500677
Deaths,Brazil,Both,All Ages,Other infectious diseases,Number,1991,14060.797617643815,15220.86162550349,12255.960251680488
Deaths,Bhutan,Both,All Ages,Other infectious diseases,Number,1991,379.92042770972785,539.6589170187113,271.39530430552935
Deaths,Niger,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,16849.339975361207,29905.169765269726,8356.336808191785
Deaths,Bosnia and Herzegovina,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1992,7.673238653177137,12.207948277988736,5.672310655539275
Deaths,Bosnia and Herzegovina,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,825.1010733183257,888.6841694144774,768.5432423229868
Deaths,Bosnia and Herzegovina,Both,All Ages,Enteric infections,Number,1992,29.95939989903352,39.74828918724657,21.537635058207975
Deaths,Bosnia and Herzegovina,Both,All Ages,Other infectious diseases,Number,1992,184.71787390312645,292.85866616607194,106.95206463117681
Deaths,Iraq,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1992,100.70465114482172,180.72286233848115,45.75322112838457
Deaths,Iraq,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,6880.677923261085,8035.258815582743,5785.279409847117
Deaths,Iraq,Both,All Ages,Enteric infections,Number,1992,2170.9389708448766,2864.7589985963627,1592.9682087469134
Deaths,Iraq,Both,All Ages,Other infectious diseases,Number,1992,4269.407181408514,6388.365397335732,2916.0539378291464
Deaths,Belize,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,35.06525315453669,37.839147414366984,33.37970968168133
Deaths,Belize,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,98.93822332132747,107.21088854143514,91.43534551827751
Deaths,Belize,Both,All Ages,Enteric infections,Number,1990,27.17321422445766,32.4188226793845,22.577197444513793
Deaths,Belize,Both,All Ages,Other infectious diseases,Number,1990,12.390944560369634,14.124163561797461,10.614092095842695
Deaths,Italy,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,1995.8306572202257,2051.055387531997,1943.0063152353468
Deaths,Italy,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,8024.064224289175,8275.067237140329,7796.72356416097
Deaths,Brazil,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,12263.492347583242,22346.895972236467,8702.614565106776
Deaths,Rwanda,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,7560.366111954046,14562.791217853242,2948.192279030376
Deaths,Ghana,Both,All Ages,Neglected tropical diseases and malaria,Number,1990,15494.289543133307,21619.508374382985,10375.13316993471
Deaths,Rwanda,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,2765.0382037863014,4897.786521254049,1746.0896858457593
Deaths,Rwanda,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,25678.151534363657,29737.979120436372,21925.44547821491
Deaths,Rwanda,Both,All Ages,Enteric infections,Number,1991,15240.191687592365,19620.14987419824,11545.974893903049
Deaths,Rwanda,Both,All Ages,Other infectious diseases,Number,1991,7243.0817314552005,10375.65184360591,5188.679407866461
Deaths,India,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1991,30948.87901669986,58763.30214930495,12674.07132033567
Deaths,India,Both,All Ages,Respiratory infections and tuberculosis,Number,1991,1342719.928489793,1429688.2293167866,1253656.9787841574
Deaths,India,Both,All Ages,Enteric infections,Number,1991,1122989.327626288,1452567.9817682283,898219.7450911439
Deaths,India,Both,All Ages,Other infectious diseases,Number,1991,561342.5661552041,714580.2164640619,455245.0764803904
Deaths,Niger,Both,All Ages,Other infectious diseases,Number,1991,33651.09789520305,49967.54257736204,22495.183318530773
Deaths,Kyrgyzstan,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,24.973960177617748,26.77962978425261,23.70189271815045
Deaths,Kyrgyzstan,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,4244.719405790627,4634.704523464848,3883.593299965856
Deaths,Kyrgyzstan,Both,All Ages,Enteric infections,Number,1990,702.1253848062103,821.390257924029,599.4931691178936
Deaths,Sweden,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1992,94.81397688499948,98.54570117169868,91.55105008808475
Deaths,Sweden,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,3845.9709765594384,4043.5890089453305,3643.25993857999
Deaths,Sweden,Both,All Ages,Enteric infections,Number,1992,51.770180941131876,59.22975694479533,45.8666537454623
Deaths,Sweden,Both,All Ages,Other infectious diseases,Number,1992,169.02792258924794,178.28733165586374,155.5364665858621
Deaths,Botswana,Both,All Ages,Neglected tropical diseases and malaria,Number,1992,15.042200821398502,26.670166922902098,9.930674691949857
Deaths,Federated States of Micronesia,Both,All Ages,Neglected tropical diseases and malaria,Number,1993,0.49900044596570703,0.832946217123804,0.31681452587952763
Deaths,Sao Tome and Principe,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,177.18794146517936,202.17415875540334,152.86767150146008
Deaths,Sao Tome and Principe,Both,All Ages,Enteric infections,Number,1992,107.81829398313141,137.6856851110876,83.04807199892942
Deaths,Sao Tome and Principe,Both,All Ages,Other infectious diseases,Number,1992,113.6283222267655,171.89932641029844,72.64587004355
Deaths,Grenada,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,0.8148428062094437,1.0587435014659345,0.40994141268300294
Deaths,Bolivia,Both,All Ages,Respiratory infections and tuberculosis,Number,1993,12264.932272517486,13813.329786357983,10832.67017637994
Deaths,Congo,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1993,5428.308278053103,7340.987168813366,3979.782455235866
Deaths,Congo,Both,All Ages,Respiratory infections and tuberculosis,Number,1993,4954.581345792361,5767.71643496885,4185.485598259146
Deaths,Congo,Both,All Ages,Enteric infections,Number,1993,1862.297507427688,2538.997537239791,1359.369877367708
Deaths,Congo,Both,All Ages,Other infectious diseases,Number,1993,1556.3135592543242,2405.9535464409732,1019.6216389320477
Deaths,Lesotho,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1992,1802.1985269352258,2707.9713271179903,1225.5186267673923
Deaths,Lesotho,Both,All Ages,Respiratory infections and tuberculosis,Number,1992,2668.262951838556,3047.454942865411,2312.2669978259164
Deaths,Lesotho,Both,All Ages,Enteric infections,Number,1992,1971.0530167464767,2554.8937644536527,1478.0740744428995
Deaths,Guinea,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,1173.7460052457348,1882.097320026734,639.0731710107193
Deaths,Guinea,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,22871.023753375783,26762.62716686479,19177.00474246404
Deaths,Guinea,Both,All Ages,Enteric infections,Number,1990,9925.875791942188,12605.037090225836,7575.878735540028
Deaths,Guinea,Both,All Ages,Other infectious diseases,Number,1990,16211.058993286564,25042.61208796076,10049.19654075031
Deaths,South Korea,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,37.49232663316706,51.357188405066864,30.31853557581686
Deaths,Luxembourg,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1990,6.3099783649297585,6.629216185604137,5.988408371482588
Deaths,Luxembourg,Both,All Ages,Respiratory infections and tuberculosis,Number,1990,80.64473459924247,85.27185965314959,76.12920956845912
Deaths,Luxembourg,Both,All Ages,Enteric infections,Number,1990,4.339371462898468,4.952845889657893,3.836686991435055
Deaths,Bolivia,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,1993,1104.1727804140444,2428.7599353790647,420.2101893379582
Deaths,Timor-Leste,Both,All Ages,Neglected tropical diseases and malaria,Number,1991,14.159511187882968,38.95289070379025,7.034511309188816
